Provider CCN,Hospital Name,Street Address,City,State Code,Zip Code,County,Number of Beds,Inpatient Total Charges,Outpatient Total Charges,Total Salaries (adjusted),Total Income
310028,NEWTON MEDICAL CENTER,175 HIGH ST,NEWTON,NJ,7860,SUSSEX,132,"$691,108,880","$556,566,226","$82,423,775","$10,088,125"
310091,MEMORIAL HOSPITAL OF SALEM COUNTY,310 WOODSTOWN ROAD,SALEM,NJ,8079,SALEM,126,"$168,076,886","$283,664,773","$19,717,257","-$20,891,851"
310096,ST. MICHAELS MEDICAL CENTER,111 CENTRAL AVENUE,NEWARK,NJ,7102,ESSEX,147,"$516,897,467","$363,568,327","$72,321,804","-$16,552,970"
310113,SOUTHERN OCEAN MEDICAL CENTER,1140 ROUTE 72 WEST,MANAHAWKIN,NJ,8050,OCEAN,154,"$451,769,766","$462,529,490","$69,253,055","$7,634,594"
314019,RAMAPO RIDGE PSYCHIATRIC,301 SICOMAC AVENUE,WYCKOFF,NJ,7481,BERGEN,58,"$92,519,561","$7,808,917","$44,095,036","$3,428,944"
320003,ALTA VISTA REGIONAL HOSPITAL,1235 8TH STREET,LAS VEGAS,NM,87701,SAN MIGUEL,46,"$49,191,158","$136,105,624","$9,512,801","$6,576,017"
320006,EASTERN NEW MEXICO MEDICAL CENTER,405 W COUNTRY CLUB,ROSWELL,NM,88201-,CHAVES,162,"$230,425,657","$358,853,997","$25,966,833","$63,099,078"
320030,ARTESIA GENERAL HOSPITAL,702 N 13TH STREET,ARTESIA,NM,88210-,EDDY,34,"$42,998,241","$117,168,919","$34,383,413","-$2,487,376"
320033,LOS ALAMOS MEDICAL CENTER,3917 WEST ROAD,LOS ALAMOS,NM,87544-,LOS ALAMOS,47,"$26,780,447","$108,060,153","$15,569,626","$12,339,373"
320067,GUADALUPE COUNTY HOSPITAL,117 CAMINO DE VIDA SUITE 100,SANTA ROSA,NM,88435-,GUADALUPE,10,"$1,326,569","$16,847,264","$2,082,035","$70,371"
320085,MOUNTAIN VIEW REG MED CTR,4311 EAST LONHAM AVENUE,LAS CRUCES,NM,88011-,DONA ANA,176,"$632,798,915","$523,405,375","$57,969,319","$68,073,906"
320086,LOVELACE REGIONAL HOSPITAL-ROSWELL,117 E. 19TH STREET,ROSWELL,NM,88201-,CHAVES,26,"$83,797,519","$163,096,589","$13,852,141","$4,830,429"
340024,SAMPSON REGIONAL MEDICAL CENTER,607 BEAMAN STREET,CLINTON,NC,28328-,SAMPSON,79,"$52,221,415","$111,769,869","$25,708,202","-$941,394"
340096,LEXINGTON MEMORIAL HOSPITAL  INC.,250 HOSPITAL DRIVE,LEXINGTON,NC,27292-,DAVIDSON,80,"$80,749,723","$306,878,945","$35,467,505","$12,141,257"
340106,SANDHILLS REGIONAL MEDICAL CENTER,1000 WEST HAMLET AVE,HAMLET,NC,28345,RICHMOND,64,"$11,360,393","$32,371,773","$4,348,551","-$3,408,471"
340116,FRYE REGIONAL MEDICAL CENTER,420 NORTH CENTER STREET,HICKORY,NC,28601,CATAWBA,226,"$587,572,268","$633,040,200","$91,624,734","-$5,257,585"
340129,LAKE NORMAN REGIONAL MEDICAL CENTER,171 FAIRVIEW RD,MOORESVILLE,NC,28117,IREDELL,123,"$288,396,415","$412,418,835","$27,399,370","$30,404,648"
340133,MARTIN GENERAL HOSPITAL,310 SOUTH MCCASKEY RD,WILLIAMSTON,NC,27892,MARTIN,43,"$48,785,667","$118,853,873","$9,148,567","-$3,040,915"
340183,PRESBYTERIAN HOSPITAL HUNTERSVILLE,10030 GILEAD ROAD,HUNTERSVILLE,NC,28078,MECKLENBURG,91,"$202,602,382","$340,751,585","$39,346,875","$57,756,673"
340187,DAVIE MEDICAL CENTER,329 NC HIGHWAY 801 N,BERMUDA RUN,NC,27006-7905,DAVIE,18,"$72,887,831","$181,687,415","$19,144,189","$15,049,871"
350019,ALTRU HEALTH SYSTEM-ALTRU HOSPITAL,1200 SOUTH COLUMBIA RD,GRAND FORKS,ND,58201-,GRAND FORKS,276,"$386,361,718","$883,172,285","$278,431,865","$11,594,844"
360084,AULTMAN HOSPITAL,2600 SIXTH STREET SW,CANTON,OH,44710,STARK,430,"$648,276,793","$542,838,659","$171,061,918","$25,569,284"
360091,MEDINA HOSPITAL,1000 E. WASHINGTON STREET,MEDINA,OH,44256-,MEDINA,139,"$154,003,830","$214,941,687","$39,944,883","$9,655,418"
360098,LAKE HOSPITAL SYSTEM,7590 AUBURN RD,CONCORD,OH,44077,LAKE,312,"$553,088,920","$701,927,501","$125,104,106","-$204,938"
360151,AFFINITY MEDICAL CENTER,875 8TH ST,MASSILLON,OH,44646,STARK,107,"$133,459,576","$128,962,394","$22,392,807","-$13,339,350"
360153,BELMONT COMMUNITY HOSPITAL,4697 HARRISON STREET,BELLAIRE,OH,43906,BELMONT,22,"$13,734,197","$30,268,700","$9,937,150","-$5,048,483"
360230,HILLCREST HOSPITAL,6780 MAYFIELD ROAD,MAYFIELD HEIGHTS,OH,44124-,CUYAHOGA,386,"$740,870,272","$692,701,023","$136,475,495","-$11,379,366"
360234,MERCY HEALTH WEST HOSPITAL,3300 MERCY HEALTH BLVD,CINCINNATI,OH,45211,HAMILTON,193,"$517,151,465","$500,247,651","$67,876,142","$5,283,721"
360358,DILEY RIDGE MEDICAL CENTER,7911 DILEY ROAD,CANAL WINCHESTER,OH,43110,FRANKLIN,10,"$643,845","$84,114,964","$5,227,417","$14,081,289"
360359,UH AHUJA MEDICAL CENTER,3999 RICHMOND ROAD,BEACHWOOD,OH,44122,CUTYHOGA,128,"$337,430,407","$481,076,751","$53,011,820","$32,493,388"
370002,ALLIANCEHEALTH WOODWARD,917 17TH STREET,WOODWARD,OK,73802,WOODWARD,40,"$43,956,475","$147,025,513","$15,299,427","$1,093,570"
370004,INTEGRIS MIAMI HOSPITAL,200 2ND AVE. SW,MIAMI,OK,74354,OTTAWA,94,"$53,341,754","$101,759,997","$15,369,813","-$3,347,802"
370014,ALLIANCEHEALTH DURANT,1800 W UNIVERSITY BLVD,DURANT,OK,74820,BRYAN,140,"$390,519,905","$447,577,689","$23,015,076","$20,427,932"
370094,ALLIANCEHEALTH MIDWEST,2825 PARKLAWN DRIVE,MIDWEST CITY,OK,73110,OKLAHOMA,223,"$688,772,591","$609,844,009","$38,902,386","-$11,470,629"
370203,COMMUNITY HOSPITAL,3100 SW 89TH STREET,OKLAHOMA CITY,OK,73159,OKLAHOMA,45,"$212,035,548","$351,965,277","$28,337,928","$30,845,402"
370225,SUMMIT MEDICAL CENTER,1800 S. RENAISSANCE BLVD,EDMOND,OK,73013-3023,,9,"$19,110,319","$392,477,648","$11,603,871","$2,645,022"
380020,MCKENZIE-WILLAMETTE HOSPITAL,1460 G STREET,SPRINGFIELD,OR,97477,LANE,113,"$412,020,118","$329,655,742","$66,508,026","$35,935,982"
380038,PROVIDENCE WILLAMETTE FALLS MED CTR,1500 DIVISION STREET,OREGON CITY,OR,97045-,CLACKAMAS,111,"$117,436,641","$157,461,332","$41,834,836","$1,752,259"
380052,SAINT ALPHONSUS MEDICAL CENTER - ONT,351 SOUTHWEST 9TH STREET,ONTARIO,OR,97914,MALHEUR,44,"$47,416,793","$115,912,270","$24,988,602","$1,332,265"
380071,WILLAMETTE VALLEY MEDICAL CENTER,2700 SE STRATUS AVENUE,MCMINNVILLE,OR,97128,YAMHILL,78,"$121,795,597","$235,183,526","$35,839,933","$13,553,100"
390026,CHESTNUT HILL HOSPITAL,8835 GERMANTOWN AVENUE,PHILADELPHIA,PA,19118-,PHILADELPHIA,128,"$199,315,886","$160,022,671","$10,481,905","-$5,262,409"
390041,UNIONTOWN HOSPITAL,500 WEST BERKELEY STREET,UNIONTOWN,PA,15401,FAYETTE,149,"$137,680,035","$173,365,746","$45,791,283","-$3,258,402"
390045,WILLIAMSPORT HOSPITAL & MEDICAL CTR,700 HIGH STREET,WILLIAMSPORT,PA,17701-,LYCOMING,196,"$523,446,062","$532,078,703","$89,427,110","$23,346,556"
390058,CARLISLE REGIONAL MEDICAL CENTER,361 ALEXANDER SPRING ROAD,CARLISLE,PA,17015,CUMBERLAND,145,"$172,302,031","$394,128,715","$33,125,942","-$6,719,808"
390065,THE GETTYSBURG HOSPITAL,147 GETTYS,GETTYSBURG,PA,17325-0786,ADAMS,76,"$130,858,933","$335,425,435","$43,010,798","$29,456,516"
390068,HEART OF LANCASTER REGIONAL MEDICAL,1500 HIGHLAND DRIVE,LITITZ,PA,17543,LANCASTER,65,"$98,027,155","$181,090,409","$21,238,211","-$6,035,442"
390072,BERWICK HOSPITAL CENTER,701 EAST 16TH STREET,BERWICK,PA,18603,COLUMBIA,87,"$134,829,752","$192,515,936","$15,371,121","$2,942,457"
390076,BRANDYWINE HOSPITAL,200 REECEVILLE ROAD,COATSVILLE,PA,19320-,CHESTER,153,"$127,868,514","$106,802,869","$9,480,514","-$8,582,565"
390123,POTTSTOWN MEMORIAL MEDICAL CENTER,1600 EAST HIGH STREET,POTTSTOWN,PA,19464,MONTGOMERY,176,"$130,978,377","$207,536,266","$12,939,862","$5,585,269"
390127,PHOENIXVILLE HOSPITAL,S,PHOENIXVILLE,PA,19460,CHESTER,116,"$174,853,731","$195,387,297","$12,156,167","-$101,625"
390137,WILKES-BARRE GENERAL HOSPITAL,NORTH RIVER AND AUBURN STREETS,WILKES BARRE,PA,18764-,LUZERNE,313,"$1,033,783,682","$1,248,902,579","$82,483,275","$21,484"
390138,WAYNESBORO HOSPITAL,501 EAST MAIN STREET,WAYNESBORO,PA,17268,FRANKLIN,56,"$46,911,296","$141,853,163","$28,774,818","$15,062,756"
390168,BUTLER MEMORIAL HOSPITAL,ONE HOSPITAL WAY,BUTLER,PA,16001,BUTLER,267,"$455,245,816","$683,087,762","$96,892,414","$17,740,610"
390220,JENNERSVILLE REGIONAL HOSPITAL,1015 W. BALTIMORE PIKE,WEST GROVE,PA,19390-,CHESTER,63,"$25,453,557","$53,445,045","$3,184,272","-$2,397,559"
390265,JEFFERSON REGIONAL MEDICAL CENTER,565 COAL VALLEY ROAD,PITTSBURGH,PA,15236-0119,ALLEGHENY,286,"$476,631,611","$615,099,025","$81,402,674","$32,238,937"
390290,HAHNEMANN UNIVERSITY HOSPITAL,BROAD & VINE,PHILADELPHIA,PA,19102,PHILADELPHIA,407,"$2,608,173,069","$1,206,145,461","$165,508,198","-$53,709,457"
420010,CAROLINA PINES REGIONAL MEDICAL CENT,1304 WEST BOBO NEWSOM HWY,HARTSVILLE,SC,29550,DARLINGTON,116,"$194,253,982","$240,727,524","$23,124,430","$6,455,594"
420011,CANNON MEMORIAL HOSPITAL,123 W.G. ACKER DRIVE,PICKENS,SC,29671-,PICKENS,42,"$13,453,946","$53,502,532","$10,000,432","-$1,198,551"
420015,BAPTIST EASLEY HOSPITAL,200 FLEETWOOD DRIVE,EASLEY,SC,29641-,PICKENS,89,"$90,437,794","$196,493,398","$37,952,265","-$2,270,819"
420036,SPRINGS MEMORIAL HOSPITAL,800 WEST MEETING STREET,LANCASTER,SC,29720,LANCASTER,166,"$441,048,501","$553,231,785","$32,878,402","-$10,425,238"
420071,SELF REGIONAL HEALTHCARE,1325 SPRING STREET,GREENWOOD,SC,29646-,GREENWOOD,290,"$437,743,819","$563,940,973","$109,360,462","$33,670,774"
420072,HAMPTON REGIONAL MEDICAL CENTER,503 CAROLINA WEST,VARNVILLE,SC,29944,HAMPTON,32,"$12,243,382","$43,783,218","$10,305,566","$554,432"
420104,ROPER ST. FRANCIS MT PLEASANT HOSPIT,3500 HIGHWAY 17 NORTH,MT. PLEASANT,SC,29466,CHARLESTON,84,"$63,412,976","$134,676,548","$18,058,486","$8,501,650"
440072,DYERSBURG REGIONAL MEDICAL CENTER,400 TICKLE STREET,DYERSBURG,TN,38024,DYER,95,"$294,989,206","$421,476,917","$18,874,270","-$4,331,501"
440137,TENNOVA HEALTHCARE SHELBYVILLE,845 UNION ST,SHELBYVILLE,TN,37160,BEDFORD,49,"$58,479,112","$151,889,154","$10,009,257","-$5,531,202"
440159,DELTA MEDICAL CENTER MEMPHIS,3000 GETWELL ROAD,MEMPHIS,TN,38118,SHELBY,113,"$73,674,252","$11,414,816","$13,544,611","$1,023,458"
440182,MCKENZIE REGIONAL HOSPITAL,161 HOSPITAL DRIVE,MCKENZIE,TN,38201,CARROLL,30,"$41,166,774","$106,184,747","$6,317,519","-$5,179,068"
440192,SAINT THOMAS HIGHLAND HOSPITAL,401 SEWELL ROAD,SPARTA,TN,38583,WHITE,32,"$24,742,334","$80,763,770","$6,168,940","-$2,191,578"
450078,ANSON GENERAL HOSPITAL,101 AVENUE J,ANSON,TX,79501-,JONES,7,"$7,395,466","$4,423,434","$3,285,275","-$6,166,728"
450147,DETAR HEALTHCARE SYSTEMS,506 E. ANTONIO STREET,VICTORIA,TX,77901-,VICTORIA,168,"$705,118,477","$746,362,695","$61,930,095","$20,965,462"
450165,METHODIST HOSPITAL SOUTH,1905 HIGHWAY 97 EAST,JOURDANTON,TX,78026-1504,,67,"$64,904,179","$166,114,278","$12,045,798","-$4,875,597"
450203,WEATHERFORD REGIONAL,713 EAST ANDERSON STREET,WEATHERFORD,TX,76086,PARKER,75,"$218,895,497","$293,300,635","$38,092,309","-$8,448,705"
450219,LLANO MEMORIAL HOSPITAL,200 N. OLLIE STREET,LLANO,TX,78643-,LLANO,25,"$2,313,262","$56,260,502","$10,108,038","-$3,399,943"
450243,HAMLIN MEMORIAL HOSPITAL,632 NORTHWEST SECOND STREET,HAMLIN,TX,79520-,JONES,25,"$1,080,383","$5,313,385","$1,956,900","-$606,268"
450299,COLLEGE STATION MEDICAL CENTER,1604 ROCK PRAIRIE ROAD,COLLEGE STATION,TX,77840-,BRAZOS,152,"$348,104,578","$368,955,305","$34,181,375","-$3,551,830"
450447,NAVARRO REGIONAL HOSPITAL,3201 WEST HWY 22,CORSICANA,TX,75110-,NAVARRO,49,"$120,225,471","$189,641,574","$27,177,921","$1,072,311"
450465,MATAGORDA REGIONAL MEDICAL CENTER,104 7TH STREET,BAY CITY,TX,77414-,MATAGORDA,46,"$40,140,697","$98,287,744","$18,809,636","$3,338,680"
450475,ETMC HENDERSON,300 WILSON ST,HENDERSON,TX,75652-,RUSK,41,"$53,358,532","$151,306,572","$8,556,736","-$3,523,994"
450484,WOODLAND HEIGHTS MED CENTER,505 SOUTH JOHN REDDIT,LUFKIN,TX,75904,ANGELINA,145,"$437,898,958","$373,024,906","$32,879,145","$6,522,956"
450578,HEMPHILL COUNTY HOSPITAL,1020 S 4TH ST,CANADIAN,TX,79014-,HEMPHILL,15,"$1,697,874","$7,021,797","$4,835,603","$5,985,357"
450580,TIMBERLANDS HOSPITAL,1100 LOOP 304,CROCKETT,TX,75835-,HOUSTON,25,"$3,025,188","$24,101,646","$1,942,984","-$4,487,500"
450586,BAYLOR COUNTY HOSPITAL DISTRICT,200 STADIUM DRIVE,SEYMOUR,TX,76380,BAYLOR,27,"$5,334,250","$15,563,750","$5,689,285","$60,265"
450658,FREESTONE MEDICAL CENTER,125 NEWMAN STREET,FAIRFIELD,TX,75840,,37,"$11,294,083","$36,396,421","$5,811,157","-$2,573,945"
450659,PARK PLAZA HOSPITAL,1313 HERMANN DRIVE,HOUSTON,TX,77004,HARRIS,133,"$382,987,990","$221,264,973","$30,341,213","-$10,781,878"
450702,LONGVIEW REGIONAL MEDICAL CENTER,2901 NORTH FOURTH ST,LONGVIEW,TX,75601,GREGG,224,"$850,657,043","$895,218,207","$118,941,379","$35,746,562"
450808,NORTHWEST HILLS SURGICAL HOSPITAL,6818 AUSTIN CENTER BLVD  SUITE 100,AUSTIN,TX,78731,TRAVIS,8,"$70,471,845","$81,203,982","$6,750,145","-$2,080,892"
450853,BAYLOR MEDICAL CENTER AT FRISCO,5601 WARREN PARKWAY,FRISCO,TX,75034,COLLIN,68,"$153,450,560","$183,675,724","$44,627,972","$18,546,666"
450875,PHYSICIANS SURGICAL HOSPITAL,6819 PLUM CREEK,AMARILLO,TX,79124,POTTER,32,"$93,991,991","$140,753,501","$12,468,551","$32,997,297"
450883,BAYLOR MEDICAL CENTER AT TROPHY CLUB,2850 SOUTH HIGHWAY 114 E,TROPHY CLUB,TX,76262,DENTON,22,"$81,576,656","$115,244,403","$12,057,785","$30,424,288"
450885,BAYLOR SCOTT & WHITE-CENTENNIAL,12505 LEBANON ROAD,FRISCO,TX,75035,COLLIN,118,"$247,822,155","$181,538,563","$30,711,864","$7,750,499"
460013,MOUNTAIN VIEW HOSPITAL,1000 EAST 100 NORTH,PAYSON,UT,84651,,124,"$123,616,062","$110,901,268","$17,912,782","$15,412,054"
460017,BRIGHAM CITY COMMUNITY HOSPITAL,950 SOUTH MEDICAL DRIVE,BRIGHAM CITY,UT,84302-4724,BOX ELDER,40,"$28,305,467","$81,999,259","$8,700,711","$13,583,768"
460021,DIXIE REGIONAL MEDICAL CENTER,1380 EAST MEDICAL CENTER DRIVE,ST GEORGE,UT,84790,WASHINGTON,216,"$558,341,504","$540,935,604","$152,446,956","$20,805,899"
460047,ST MARKS HOSPITAL,1200 EAST 3900 SOUTH,SALT LAKE CITY,UT,84124,,233,"$788,602,741","$664,916,975","$77,932,875","$109,332,892"
490002,RUSSELL COUNTY MEDICAL CENTER,CARROLL & TATE STREET,LEBANON,VA,24266-,RUSSELL,49,"$36,190,425","$71,032,181","$8,289,518","-$2,730,049"
490021,CENTRA HEALTH,1920 ATHERHOLT ROAD,LYNCHBURG,VA,24501-,LYNCHBURG,435,"$942,559,846","$1,008,827,376","$205,459,162","$98,255,324"
490092,SOUTHAMPTON MEMORIAL HOSPITAL,100 FAIRVIEW DRIVE,FRANKLIN,VA,23851-,SOUTHAMPTON,67,"$60,793,503","$147,936,740","$16,069,103","-$12,078,478"
490097,SOUTHERN VIRGINIA REGIONAL MED. CTR.,214 WEAVER AVENUE,EMPORIA,VA,23847,GREENSVILLE,70,"$60,055,917","$145,905,816","$9,672,459","-$11,528,602"
490104,HIRAM W DAVIS MEDICAL CENTER - MS,WEST WASHINGTON STREET,PETERSBURG,VA,23803,DINWIDDIE,4,"$90,080,112","$82,477","$50,466,464","-$2,079,394"
490130,RIVERSIDE WALTER REED,ROUTE 17,GLOUCESTER,VA,23061,GLOUCESTER,67,"$64,692,962","$169,110,107","$20,350,470","$13,533,262"
500001,UW MEDICINE/NORTHWEST HOSPITAL,1550 NORTH 115TH STREET,SEATTLE,WA,98133,KING,168,"$523,952,137","$577,040,368","$115,457,438","$8,442,221"
500012,YAKIMA REGIONAL MEDICAL & CARDIAC CE,110 SOUTH NINTH AVENUE,YAKIMA,WA,98902,YAKIMA,124,"$90,574,681","$87,165,018","$15,309,565","-$10,361,092"
500025,SWEDISH MEDICAL CENTER CHERRY HILL,500 - 17TH AVENUE,SEATTLE,WA,98122,KING,181,"$1,274,339,099","$464,629,886","$120,722,790","-$26,540,280"
500037,TOPPENISH COMMUNITY HOSPITAL,502 WEST 4TH AVENUE,TOPPENISH,WA,98948,YAKIMA,36,"$10,578,943","$23,229,881","$2,976,348","-$1,386,286"
500044,DEACONESS MEDICAL CENTER,800 WEST FIFTH AVENUE,SPOKANE,WA,99210-0248,SPOKANE,301,"$611,344,814","$463,977,744","$67,518,331","-$12,006,766"
500139,CAPITAL MEDICAL CENTER,3900 CAPITAL MALL DRIVE SW,OLYMPIA,WA,98502,THURSTON,107,"$271,402,932","$287,453,530","$45,388,820","-$2,073,626"
510002,GREENBRIER VALLEY MEDICAL CENTER,1320 MAPLEWOOD AVENUE,RONCEVERTE,WV,24970,GREENBRIER,86,"$60,090,496","$197,656,694","$18,266,419","$13,555,046"
510012,PLEASANT VALLEY HOSPITAL,VALLEY DRIVE,POINT PLEASANT,WV,25550-,MASON,94,"$43,973,389","$124,309,236","$23,575,311","$1,364,294"
510013,REYNOLDS MEMORIAL HOSPITAL,800 WHEELING AVENUE,GLEN DALE,WV,26038,MARSHALL,59,"$24,385,683","$46,575,071","$20,624,964","-$5,157,401"
510077,WILLIAMSON MEMORIAL HOSPITAL,859 ALDERSON STREET,WILLIAMSON,WV,25661,MINGO,76,"$14,071,495","$57,797,149","$5,935,556","-$1,535,696"
670046,USMD HOSPITAL AT FORT WORTH,5900 DIRKS ROAD,FORT WORTH,TX,76132,TARRANT,8,"$16,403,319","$57,307,937","$4,590,860","$2,957,782"
670093,ASPIRE HOSPITAL  LLC,2006 SOUTH LOOP 336 WEST  SUITE 500,CONROE,TX,77304-,MONTGOMERY,6,"$11,742,320","$35,780,906","$4,620,174","$82,068"
670098,RESOLUTE HEALTH,555 CREEKSIDE CROSSING,NEW BRAUNFELS,TX,78130,COMAL,100,"$217,912,728","$225,386,629","$23,884,703","-$8,286,270"
670108,BAYLOR SCOTT & WHITE - MARBLE FALLS,810 WEST HIGHWAY 71,MARBLE FALLS,TX,78654,,46,"$59,645,620","$208,227,425","$38,721,905","-$98,788,748"
670116,WISE HEALTH SYSTEM - PARKWAY,3200 NORTH TARRANT PARKWAY,FORT WORTH,TX,76177-8611,TARRANT,24,"$83,534,625","$68,926,775","$7,759,540","$97,063,243"
30043,CANYON VISTA MEDICAL CENTER,5700 E. HIGHWAY 90,SIERRA VISTA,AZ,85635,COCHISE,75,"$158,260,389","$254,778,792","$33,987,147","$6,692,029"
30136,ARIZONA GENERAL HOSPITAL,7171 S 51ST AVENUE,LAVEEN,AZ,85339,MARICOPA,9,"$9,553,999","$512,688,015","$25,369,390","-$28,352,478"
30137,GREEN VALLEY HOSPITAL,4455 I-19 FRONTAGE ROAD,GREEN VALLEY,AZ,85614,PIMA,49,"$38,982,791","$57,722,055","$15,570,226","-$34,577,894"
41317,DALLAS COUNTY MEDICAL CENTER,201 NORTH CLIFTON,FORDYCE,AR,71742-,DALLAS,22,"$1,300,862","$16,275,088",,"-$483,761"
50013,ST. HELENA HOSPITAL,10 WOODLAND ROAD,ST. HELENA,CA,94574,NAPA,139,"$667,628,374","$319,554,194","$74,529,038","-$1,050,260"
50036,MEMORIAL HOSPITAL,420 34TH STREET,BAKERSFIELD,CA,93303,KERN,421,"$1,096,014,533","$745,711,196","$140,868,223","$58,943,388"
50054,SAN GORGONIO MEMORIAL,600 NORTH HIGHLAND SPRINGS AVE,BANNING,CA,92220-,SAN BERNARDINO,61,"$103,840,104","$190,065,686","$36,151,669","-$4,937,051"
50058,GLENDALE MEMORIAL HOSPITAL & HLTH CT,1420 SOUTH CENTRAL AVE,GLENDALE,CA,91204-,LOS ANGELES,241,"$674,303,457","$311,137,095","$79,610,548","-$14,178,625"
50078,PROVIDENCE LTTL CO MARY MC SAN PEDRO,1300 W SEVENTH STREET,SAN PEDRO,CA,90732-,LOS ANGELES,186,"$575,638,678","$199,738,789","$74,885,749","-$14,230,076"
50082,ST. JOHNS REGIONAL MEDICAL CENTER,1600 NORTH ROSE AVENUE,CAMARILLO,CA,93030,VENTURA,242,"$873,641,322","$592,848,524","$111,118,210","$12,579,653"
50084,ST. JOSEPHS MEDICAL CENTER,1800 N. CALIFORNIA STREET,STOCKTON,CA,95204,SAN JOAQUIN,355,"$2,074,032,238","$1,121,805,139","$219,587,600","$54,595,356"
50089,COMMUNITY HOSPITAL OF SAN BERNARDINO,1805 MEDICAL CENTER DRIVE,SAN BERNARDINO,CA,92411,SAN BERNARDINO,185,"$741,811,461","$291,178,092","$106,319,173","-$2,073,010"
50096,WEST COVINA MEDICAL CENTER,725 SOUTH ORANGE AVENUE,WEST COVINA,CA,91790,LOS ANGELES,13,"$38,248,871","$11,762,370","$7,700,524","-$95,225"
50107,MARIAN MEDICAL CENTER,1400 E. CHURCH STREET,SANTA MARIA,CA,93456,SANTA BARBARA,238,"$1,235,363,872","$1,102,993,808","$174,922,978","$51,571,525"
50116,NORTHRIDGE MEDICAL CENTER - ROSCOE,18300 ROSCOE BLVD,NORTHRIDGE,CA,91328,LOS ANGELES,318,"$1,609,637,786","$653,660,730","$149,587,160","$15,861,045"
50122,DAMERON HOSPITAL,525 W. ACACIA,STOCKTON,CA,95023,SAN JOAQUIN,170,"$493,207,394","$446,842,124","$47,973,899","-$34,691,385"
50150,SIERRA NEVADA MEMORIAL HOSPITAL,155 GLASSON WAY,GRASS VALLEY,CA,95945,NEVADA,104,"$353,595,177","$353,503,733","$67,829,504","$26,364,762"
50152,SAINT FRANCIS MEMORIAL HOSPITAL,900 HYDE STREET,SAN FRANCISCO,CA,94109,SAN FRANCISCO,150,"$624,430,286","$308,318,115","$97,302,312","$1,078,083"
50189,MEE MEMORIAL HOSPITAL,300 CANAL ST.,KING CITY,CA,93930-,MONTEREY,76,"$65,893,156","$137,797,708","$25,556,963","$541,807"
50191,ST. MARY MEDICAL CENTER,1050 LINDEN AVENUE,LONG BEACH,CA,90813-3393,LOS ANGELES,273,"$632,551,053","$334,812,064","$115,291,532","$773,851"
50197,SEQUOIA HOSPITAL,170 ALAMEDA DE LAS PULGAS,REDWOOD CITY,CA,94160,SAN MATEO,208,"$688,313,364","$549,673,068","$89,968,070","$976,539"
50231,POMONA VALLEY HOSPITAL MED CTR,1798 NORTH GAREY AVENUE,POMONA,CA,91767-,LOS ANGELES,388,"$2,595,921,182","$1,494,329,439","$252,159,920","$66,964,758"
50232,FRENCH HOSPITAL MEDICAL CENTER,1911 JOHNSON AVENUE,SAN LUIS OBISPO,CA,93401,SAN LUIS OBISPO,98,"$405,309,367","$314,655,089","$48,030,254","-$212,281"
50238,METHODIST HOSPITAL OF SO CALIF,300 WEST HUNTING DRIVE,ARCADIA,CA,91007,LOS ANGELES,318,"$1,254,945,393","$405,362,781","$116,065,837","$28,636,551"
50248,NATIVIDAD MEDICAL CENTER,1441 CONSTITUTION BLDV,SALINAS,CA,93906-,MONTEREY,148,"$805,048,298","$357,624,617","$122,060,478","$43,510,994"
50261,SIERRA VIEW MED. CTR.,465 W. PUTNAM AVE.,PORTERVILLE,CA,93257-,TULARE,128,"$247,505,334","$392,722,628","$61,666,165","$4,802,972"
50279,HI - DESERT MEDICAL CENTER,6601 WHITEFEATHER ROAD,JOSHUA TREE,CA,92252-,SAN BERNADINO  CA,59,"$106,131,826","$135,633,530","$27,328,775","$8,278,345"
50280,MERCY MEDICAL CENTER REDDING,2175 ROSALINE AVE,REDDING,CA,96001,SHASTA,262,"$1,072,764,746","$741,476,789","$156,883,893","$95,575,051"
50290,PROVIDENCE ST JOHNS HEALTH CENTER,2121 SANTA MONICA BLVD,SANTA MONICA,CA,90404,LOS ANGELES,266,"$872,369,475","$369,195,935","$129,878,519","-$65,640,507"
50295,MERCY HOSPITAL,2215 TRUXTUN AVENUE,BAKERSFIELD,CA,93302,KERN,226,"$657,604,037","$585,347,360","$114,041,772","$11,509,243"
50313,SUTTER TRACY COMMUNITY HOSPITAL,1420 TRACY BOULEVARD,TRACY,CA,95376-3497,SAN JOAQUIN,77,"$126,546,146","$176,753,847","$31,795,793","$17,510,939"
50334,SALINAS VALLEY MEMORIAL HOSPITAL,450 E. ROMIE LANE,SALINAS,CA,93901-4098,MONTEREY,263,"$1,056,897,474","$751,984,037","$180,476,982","$96,733,430"
50350,BEVERLY COMMUNITY HOSPITAL,309 WEST BEVERLY BLVD,MONTEBELLO,CA,90640,LOS ANGELES,224,"$277,594,413","$148,974,262","$57,751,202","$10,592,170"
50393,PIH HOSPITAL - DOWNEY,11500 BROOKSHIRE AVENUE,DOWNEY,CA,90241-7010,LOS ANGELES,199,"$504,852,556","$479,705,584","$68,292,017","$756,352"
50407,CHINESE HOSPITAL,845 JACKSON STREET,SAN FRANCISCO,CA,94133-,SAN FRANCISCO,65,"$61,069,221","$108,443,512","$41,023,598","-$11,951,539"
50457,ST. MARYS MEDICAL CENTER,450 STANYAN STREET,SAN FRANCISCO,CA,94117,SAN FRANCISCO,113,"$573,596,889","$312,575,931","$99,171,708","-$30,400,053"
